Company,Sector,Stage,Amount,Location,About,Funding Year
Origo,,,11680000.0,Gurugram,Origo Commodities a complete postharvest management services for agricultural commodities is the fastest growing company in its sector,2018
Yourownroom,Online Portals,Early Stage,750000.0,Bengaluru,Good quality strategically located homes closer to work for millennials,2018
Vahdam Teas,E-Commerce,Mid Stage,2500000.0,New Delhi,Vahdam Teas is a vertically integrated onlinefirst tea brand that sources premium garden fresh teas direct from over 150 tea plantations,2018
Spoofin,Music,E-Commerce,1300000.0,New Delhi,A social networking app that lets you create and view Spoofs of your favourite videos,2018
Strom Motors,Automotive,Other Stages,1300000.0,Mumbai,Strom Motors is a smart urban mobility Company,2018
Pharmeasy,Health Care,Mid Stage,80000000.0,Mumbai,PharmEasy  Indias largest healthcare delivery platform,2018
Licious,Delivery Service,Mid Stage,25000000.0,Bengaluru,Licious is an online meat and fish ordering startup that solves existing problem of finding safe delectable trustworthy fresh meat,2018
Stanza Living,Hospitality,E-Commerce,10658000.0,New Delhi,Stanza Living is a coliving platform created for students moving to a new place,2018
Docturnal,Biotechnology,Early Stage,1300000.0,Hyderabad,Docturnal an online platform enables individuals to find information and diagnostic services related to diabetes cancer and more,2018
Bounce (Metro Bikes),Autonomous Vehicles,Other Stages,3000000.0,Bengaluru,Bounce formerly Metro Bikes is an urban mobility solution that makes daily commute stressfree timesaving reliable and convenient,2018
Technology 9 Labs (T9L),Information Technology,Other Stages,1300000.0,New Delhi,Technology 9 Labs is an Information Technology and Services company,2018
Goals101,Financial Services,Early Stage,3500000.0,New Delhi,Goals101 is a one of the fastest growing bigdata platforms,2018
Satya Microcapital,Finance,Financial Services,5840000.0,New Delhi,New Delhibased nonbanking financial company,2018
Ummeed Housing Finance Private Limited,Finance,Mid Stage,8760000.0,Haryana,Ummeed Housing Finance Private Limited,2018
Stockedge,Analytics,Early Stage,1100000.0,Kolkata,StockEdge is a unique platform which is 100 focused on research and analytics,2018
Sequretek,,Health Care,3700000.0,Mumbai,Sequretek is a cyber security startup,2018
Avenues Payments,,Other Stages,1300000.0,Mumbai,Avenues Payments is an IT solutions provider for the remittancemoney transfer and forex industries,2018
Qbera,Finance,Apps,2044000.0,Bengaluru,Qbera is a managed marketplace for unsecured personal loans,2018
Urban Ladder,E-Commerce,Other Stages,5600000.0,Bengaluru,Urban Ladder is a Bangalorebased online furniture company,2018
Planet11,,Other Stages,3796000.0,Bengaluru,Planet11 is backed by SK Planet which is a part of the SK Group  one of the largest conglomerates in South Korea,2018
Dailyninja,Apps,Mid Stage,1300000.0,Bengaluru,Daily Ninja a mobile app that delivers daily needs on a subscription model,2018
Iba Halal Care,,Mid Stage,2190000.0,Ahmedabad,Iba Halal Care is a cosmetics brand company,2018
Knocksense,News,Early Stage,1300000.0,Lucknow,Knocksense is a fast growing lifestyle website,2018
Togedr,,,1300000.0,Gurugram,Togedr is an activity discovery  booking platform,2018
Parkwheels,Industrial,Early Stage,175200.0,Haryana,Parkwheels aims at solving the big bad  unsexy parking problems of India,2018
Sharechat,Internet,Mid Stage,99230000.0,Bengaluru,ShareChat is a social networking and regional content platform for the fast growing Internet users in India,2018
Cyclops Medtech,Health Care,Early Stage,1000000.0,Bengaluru,Medtech startup working on clinical and wearable diagnostic and rehab products for neuro vestibular disorders using eye tracking technology,2018
Livspace,E-Commerce,Mid Stage,70000000.0,Bengaluru,Livspace is the new online shopping destination where you can design decorate and furnish your dream home,2018
Newsbytes,Apps,Early Stage,1000000.0,Gurugram,NewsBytes provides your everyday news in a contextual timeline to reduce information overload,2018
Leena Ai,Artificial Intelligence,Early Stage,2000000.0,Gurugram,Leena is smart AI powered HR companion dedicated towards engaging employees,2018
Max Healthcare,Health Care,Other Stages,1300000.0,New Delhi,Max Healthcare is one of the leading chain of hospitals in India,2018
Gobolt,Logistics,E-Commerce,5840000.0,New Delhi,Delhibased logistics technology,2018
Gogaga,Dating,Other Stages,40000.0,Bengaluru,GoGaga is a new age dating app that has removed the mindless swiping on strangers and connects users through their network and find matches,2018
Mate Labs,Artificial Intelligence,Early Stage,550000.0,Bengaluru,Mate Labs is a machine learning solutions platform for beginners,2018
Furlenco,Consumer,Mid Stage,1300000.0,Bengaluru,Furlenco is a Bangalorebased company that offers a home furniture subscription program,2018
Ola,Apps,Health Care,50000000.0,Kormangala,Ola is a mobile app that brings together cab drivers and customers using technology to make transportation hasslefree in India,2018
Docprime,Health Care,Other Stages,50000000.0,Haryana,DocPrime offers a onestop healthcare solution right at the comfort of patients homes,2018
Clp India Pvt. Ltd.,Energy,Other Stages,365000000.0,Mumbai,CLP India Pvt Ltd is a foreign investor in the Indian power sector,2018
Xplorabox,E-Commerce,Early Stage,1300000.0,Noida,Xplorabox is as an educational activity box subscription startup aiming to revolutionize the early education industry,2018
Myra,Apps,,127750.0,Bengaluru,Myra is a unique solution of technology and operations that makes buying medicines fast and efficient,2018
Vokal,Internet,Mid Stage,1500000.0,Bengaluru,Indias Largest PeertoPeer Knowledge Sharing Platform in Indian Languages,2018
Kissht,Credit,Mid Stage,30000000.0,Mumbai,Kissht is a financial technology platform that enables instant seamless credit for consumers to make purchases at digital points of sales,2018
Upwards Fintech,Banking,Mid Stage,5000000.0,Mumbai,Upwards Fintech financial company,2018
Bon(Bonfleet Solutions),Financial Services,Early Stage,1138800.0,Pune,Bon a Punebased FinTech firm was created to bring financial services to the gigeconomy workforce,2018
Mamaearth,E-Commerce,Mid Stage,4000000.0,Gurugram,Mamaearth is an online retailer specializing in baby and toddler products,2018
Babychakra,Child Care,Mid Stage,1300000.0,Mumbai,BabyChakra is Indias largest  most loved platform to discover the right maternity and childcare,2018
Belstar Investment And Finance Private Limited,Financial Services,Health Care,28000000.0,Chennai,Belstar Investment and Finance Private Limited is a provider of scalable microfinance services to entrepreneurs,2018
Naaptol,E-Commerce,E-Commerce,15000000.0,Mumbai,Koku Gamer is an online platform that offers gaming related news editorials reviews previews and other content,2018
Moonshine Meadery,Food And Beverage,Early Stage,1300000.0,Pune,Moonshine Meadery is a first craft meadery,2018
Verzeo,E-Learning,Mid Stage,5000000.0,Bengaluru,Verzeo is anAIfocussed edtech startup,2018
Haazri,Food And Beverage,Early Stage,182500.0,Mumbai,Haazri is a tea and snack quick service restaurant startup,2018
Connect India,Delivery Service,Other Stages,1300000.0,New Delhi,To create pervasive network where connections are simpler more powerful more affordable more global and more available to all,2018
Flyrobe,Fashion,Mid Stage,3854400.0,Mumbai,Flyrobe is an ondemand apparel rental platform that provides premium designer wear,2018
Scholify,,Other Stages,1300000.0,Bengaluru,Edutech,2018
Dream11,Fantasy Sports,Late Stage,100000000.0,Mumbai,Dream11 is Indias Biggest Sports Game with 30 million users playing Fantasy Cricket Football Kabaddi and NBA,2018
Srjna,Education,Early Stage,1300000.0,Jaipur,SRJNA is a brand of Elation Edtech Pvt Ltd which helps schools to integrate hands on affordable and turnkey STEM,2018
Nykaa,Beauty,Other Stages,16498000.0,Mumbai,Nykaacom is a premier online beauty and wellness destination,2018
Chaayos,Food And Beverage,Mid Stage,11826000.0,New Delhi,Chaayos was born in November 2012 out of this premise  a contemporary interpretation of the chai adda,2018
Heelium,Fitness,Early Stage,1300000.0,Pune,Heelium is an athletic footwear and wearable startup with primary focus on sports safety and sustainability,2018
Lt Foods,Food And Beverage,Other Stages,20440000.0,New Delhi,LT Foods believe that nature will continue to nurture us until we as a species continue to breathe and live,2018
Multibashi,E-Learning,Early Stage,146000.0,Bengaluru,Free language learning platform,2018
Cleardekho,Eyewear,Automotive,1300000.0,Ghaziabad,Uttar Pradesh based online eyewear marketplace,2018
Dailyhunt,Information Technology,Late Stage,6000000.0,Bengaluru,NewsHunt is a Bangalore based eBooks company,2018
Slicepay,Fintech,Mid Stage,14900000.0,Bengaluru,SlicePay is an AI based instant credit app for youngsters in India,2018
Udaan,B2B,Mid Stage,225000000.0,Bengaluru,Udaan is a B2B trade platform designed specifically for small and medium businesses in India,2018
Happyeasygo Group,Tourism,Mid Stage,1300000.0,Haryana,HappyEasyGo is an online travel domain,2018
Mombay,Food And Beverage,Early Stage,7500.0,Mumbai,Mombay is a unique opportunity for housewives to start household food business and avail everyone with their homemade healthy dishes,2018
Droni Tech,Information Technology,Early Stage,511000.0,Mumbai,Droni Tech manufacture UAVs and develop software to service a range of industry requirements,2018
Netmeds,Biotechnology,Mid Stage,35000000.0,Chennai,Welcome to Indias most convenient pharmacy,2018
